&METADATA_NAMELIST
startdate = "200704010000"
enddate = "201012310000"
loop_for_a_while = 0
output_dir = ""
Latitude = 33.02
Longitude = 91.96
Forcing_Timestep = 86400
Noahlsm_Timestep = 86400
Sea_ice_point = .FALSE.
Soil_layer_thickness = 0.045 0.046 0.075 0.123 0.204 0.336 0.371 0.3 0.5 0.5 0.7 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 2.0
Soil_Temperature = 273.4 271.6 271.2 270.8 270.2 269.4 268.7 268.4 267.5 268.5 270.5 271.0 271.4 271.6 271.7 271.8 271.8 271.9 271.8 271.9
Soil_Moisture = 0.104 0.22 0.247 0.222 0.276 0.247 0.238 0.223 0.205 0.169 0.337 0.337 0.337 0.094 0.109 0.121 0.131 0.15 0.164 0.173
Soil_Liquid = 0.104 0.099 0.104 0.084 0.052 0.03 0.003 0.01 0.031 0.057 0.035 0.039 0.042 0.016 0.017 0.018 0.019 0.021 0.023 0.024
Soil_htype = 7 7 7 7 9 7 7 7 7 7 12 12 12 13 13 13 13 13 13 13
Skin_Temperature = 271.241
Canopy_water = 0
Snow_depth = 0
Snow_equivalent = 0
Deep_Soil_Temperature = 272.43
Landuse_dataset = "USGS"
Soil_type_index = 3
Vegetation_type_index = 9
Urban_veg_category = 1
glacial_veg_category = 24
Slope_type_index = 3
Max_snow_albedo = 0.75
Air_temperature_level = 2.0
Wind_level = 10.0
Green_Vegetation_Min = 0.01
Green_Vegetation_Max = 0.96
Usemonalb = .FALSE.
Rdlai2d = .FALSE.
sfcdif_option = 1
iz0tlnd = 0
Albedo_monthly = 0.18 0.17 0.16 0.15 0.15 0.15 0.15 0.16 0.16 0.17 0.17 0.18
Shdfac_monthly = 0.01 0.02 0.07 0.17 0.27 0.58 0.93 0.96 0.65 0.24 0.11 0.02
lai_monthly = 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0
Z0brd_monthly = 0.02 0.02 0.025 0.03 0.035 0.036 0.035 0.03 0.027 0.025 0.02 0.02
/
------------------------------------------------------------------------------------------------------------------------------------------------------------
 UTC date/time        windspeed       wind dir         temperature      humidity        pressure           shortwave      longwave          precipitation
yyyy mm dd hh mi       m s{-1}        degrees               K               %             hPa               W m{-2}        W m{-2}          kg m{-2} s{-1}
------------------------------------------------------------------------------------------------------------------------------------------------------------
<Forcing>  This tag ("<Forcing>", not case sensitive) begins the section of forcing data.  The times have been converted from CST to UTC
2010 07 19 00 00     2.0812472490   249.0000000000   279.4362437560    52.5469689357   552.5600000000   372.1875000000   246.6562500000 0.0000000003104409
2010 07 20 00 00     2.8192472841   249.0000000000   279.1474937624    71.8177177112   552.5600000000   298.8750000000   269.3437500000 0.0000873266973779
2010 07 21 00 00     2.1312472514   249.0000000000   280.3499937356    72.3976193508   552.5600000000   288.1562500000   279.1875000000 0.0000306426708671
2010 07 22 00 00     2.7527472809   249.0000000000   279.9649937441    74.5846950334   552.5600000000   205.1562500000   298.0937500000 0.0000511287815203
2010 07 23 00 00     2.4339972658   249.0000000000   281.8374937023    70.9055445578   552.5600000000   250.3437500000   295.6562500000 0.0000177086433784
2010 07 24 00 00     2.9729972914   249.0000000000   282.7499936819    61.9437510028   552.5600000000   348.6562500000   270.7187500000 0.0000030385048174
2010 07 25 00 00     2.7562472811   249.0000000000   281.8337437024    57.6842033907   552.5600000000   318.7500000000   272.5625000000 0.0000241322543459
2010 07 26 00 00     2.7989972831   249.0000000000   279.0449937648    69.6537684873   552.5600000000   322.5625000000   261.4687500000 0.0000252607265429
2010 07 27 00 00     1.4704972200   249.0000000000   278.5099937767    77.9818419025   552.5600000000   189.9375000000   294.3750000000 0.0000387155873533
2010 07 28 00 00     2.8247472843   249.0000000000   280.0574937421    70.0166554247   552.5600000000   246.1250000000   285.3125000000 0.0000052954492114
2010 07 29 00 00     2.6199972746   249.0000000000   282.4399936888    55.4035151353   552.5600000000   351.2500000000   263.9375000000 0.0000013023937451
2010 07 30 00 00     2.5277472702   249.0000000000   282.7537436818    54.4369135110   552.5600000000   353.0000000000   265.1875000000 0.0000031253103710
2010 07 31 00 00     2.2662472578   249.0000000000   282.9149936782    50.8796750772   552.5600000000   348.0625000000   265.8750000000 0.0000062503103012
2010 08 01 00 00     2.2529972572   249.0000000000   283.7174936603    48.5511177023   553.6000000000   338.7812500000   271.5625000000 0.0000109378101964
2010 08 02 00 00     1.7292472323   249.0000000000   281.3262437137    63.3303780571   553.6000000000   278.3125000000   280.8125000000 0.0000277780875978
2010 08 03 00 00     3.6319973227   249.0000000000   280.9737437216    69.3197686230   553.6000000000   295.1875000000   276.1562500000 0.0000732641976922
2010 08 04 00 00     3.7337473275   249.0000000000   279.8887437459    73.7623914149   553.6000000000   236.7187500000   287.2500000000 0.0000269968376152
2010 08 05 00 00     2.7659972815   249.0000000000   282.0824936968    57.1179383122   553.6000000000   328.1562500000   267.5312500000 0.0000103301713211
2010 08 06 00 00     2.5062472692   249.0000000000   281.8949937010    56.0700915321   553.6000000000   278.9687500000   280.4375000000 0.0000283857264731
2010 08 07 00 00     1.7704972342   249.0000000000   281.9662436994    56.7432767257   553.6000000000   316.2812500000   269.9687500000 0.0000084204491415
2010 08 08 00 00     2.2774972583   249.0000000000   281.9949936988    57.2635207361   553.6000000000   300.5937500000   274.6250000000 0.0000120662823934
2010 08 09 00 00     1.8907472400   249.0000000000   282.5049936874    58.6034055581   553.6000000000   254.7187500000   290.5312500000 0.0000311635041888
2010 08 10 00 00     2.2247472558   249.0000000000   281.5287437092    69.8868413159   553.6000000000   226.3125000000   296.5312500000 0.0000679690589217
2010 08 11 00 00     0.9989971976   249.0000000000   279.5287437539    80.2990154732   553.6000000000   138.9687500000   311.0312500000 0.0000662329478494
2010 08 12 00 00     2.0909972495   249.0000000000   280.4187437340    78.3191035684   553.6000000000   162.5000000000   309.0312500000 0.0000583336424703
2010 08 13 00 00     2.0059972454   249.0000000000   279.3912437570    78.3958236136   553.6000000000   188.7187500000   296.6875000000 0.0000850697529839
2010 08 14 00 00     2.6757472773   249.0000000000   281.5287437092    53.9151593479   553.6000000000   338.8750000000   258.1562500000 0.0000221357266128
2010 08 15 00 00     2.8857472872   249.0000000000   282.6124936850    52.3467072686   553.6000000000   331.1250000000   265.0625000000 0.0000056426714259
2010 08 16 00 00     3.1537473000   249.0000000000   279.6887437503    75.4286393676   553.6000000000   145.9062500000   308.2187500000 0.0001587676680033
2010 08 17 00 00     2.2962472592   249.0000000000   280.2474937378    71.2050558477   553.6000000000   207.1875000000   293.8750000000 0.0000032989214783
2010 08 18 00 00     2.4747472677   249.0000000000   281.0762437193    61.7883062061   553.6000000000   277.5000000000   276.1562500000 0.0000026044770494
2010 08 19 00 00     3.6027473213   249.0000000000   280.0449937424    74.4539060913   553.6000000000   209.3437500000   292.2500000000 0.0000125871157151
2010 08 20 00 00     3.6914973255   249.0000000000   280.6849937281    59.4604166555   553.6000000000   304.0625000000   264.7187500000 0.0000112850324109
2010 08 21 00 00     3.2782473059   249.0000000000   277.6737437954    73.0805866860   553.6000000000   227.2812500000   274.4062500000 0.0001498266959809
2010 08 22 00 00     3.7982473306   249.0000000000   276.3862438242    76.4797106225   553.6000000000   248.2500000000   263.5312500000 0.0000819447530537
2010 08 23 00 00     3.3879973111   249.0000000000   277.0699938089    75.8968757941   553.6000000000   191.0625000000   281.5312500000 0.0000032121159246
2010 08 24 00 00     3.0844972966   249.0000000000   278.5787437751    73.6463901696   553.6000000000   196.9062500000   286.8125000000 0.0000979169749189
2010 08 25 00 00     2.6077472740   249.0000000000   278.6574937734    77.1437893508   553.6000000000   239.9687500000   275.8750000000 0.0002072051669206
2010 08 26 00 00     1.2027472073   249.0000000000   279.3349937582    75.6976285290   553.6000000000   215.4375000000   285.3125000000 0.0000516496148420
2010 08 27 00 00     2.4262472654   249.0000000000   280.5912437301    68.0301818345   553.6000000000   295.3437500000   266.5625000000 0.0000023440603885
2010 08 28 00 00     1.8602472385   249.0000000000   279.3299937584    76.1237391670   553.6000000000   222.4375000000   283.3125000000 0.0001047746136545
2010 08 29 00 00     2.7457472806   249.0000000000   277.0299938098    83.0131078372   553.6000000000   114.3437500000   302.5000000000 0.0001131079468016
2010 08 30 00 00     2.9819972918   249.0000000000   279.1924937614    60.1739499742   553.6000000000   313.2500000000   250.5312500000 0.0000043405881217
2010 08 31 00 00     2.6474972759   249.0000000000   277.8474937915    65.6747025397   553.6000000000   253.4062500000   263.0312500000 0.0000093753102313
2010 09 01 00 00     1.7749972345   249.0000000000   277.8087437924    53.3255778208   553.4000000000   308.8437500000   242.8750000000 0.0000031253103710
2010 09 02 00 00     1.9069972407   249.0000000000   278.3737437797    51.9658108032   553.4000000000   307.8125000000   245.0312500000 0.0000058162825331
2010 09 03 00 00     1.9599972433   249.0000000000   276.5937438195    71.7570414262   553.4000000000   241.2187500000   261.7812500000 0.0001064239191732
2010 09 04 00 00     1.6959972307   249.0000000000   275.9799938332    78.5940178998   553.4000000000   180.1875000000   276.8750000000 0.0000616322535077
2010 09 05 00 00     2.9579972907   249.0000000000   275.5349938432    70.4906882191   553.4000000000   184.5000000000   271.6250000000 0.0000332468374756
2010 09 06 00 00     3.5097473169   249.0000000000   274.1112438750    53.7843059975   553.4000000000   307.5937500000   224.6875000000 0.0000144100323410
2010 09 07 00 00     2.4399972661   249.0000000000   274.4212438681    69.5134285202   553.4000000000   261.9375000000   243.1562500000 0.0000855037807520
2010 09 08 00 00     2.0422472472   249.0000000000   275.0874938532    73.9800207335   553.4000000000   168.8437500000   274.1250000000 0.0001677954455793
2010 09 09 00 00     1.6007472262   249.0000000000   274.4687438670    83.9319504687   553.4000000000   184.1562500000   267.4062500000 0.0000787329475699
2010 09 10 00 00     2.1467472521   249.0000000000   275.4024938461    73.0955053767   553.4000000000   229.2187500000   256.6562500000 0.0000407989206401
2010 09 11 00 00     2.7157472791   249.0000000000   275.2987438485    79.1780090890   553.4000000000   260.3437500000   247.4375000000 0.0001421878072627
2010 09 12 00 00     2.6972472783   249.0000000000   276.2799938265    74.7726795074   553.4000000000   286.5312500000   242.3125000000 0.0000047746158897
2010 09 13 00 00     2.4437472662   249.0000000000   279.1612437621    67.3460881018   553.4000000000   277.0625000000   256.9687500000 0.0000690975311187
2010 09 14 00 00     1.8042472358   249.0000000000   278.3949937792    73.9091414434   553.4000000000   256.5625000000   261.0000000000 0.0000059030880867
2010 09 15 00 00     3.5367473181   249.0000000000   278.8974937680    67.9613832165   553.4000000000   218.5312500000   273.7812500000 0.0000297746153309
2010 09 16 00 00     2.9787472916   249.0000000000   277.4212438010    78.2757183135   553.4000000000   189.7812500000   276.8437500000 0.0000679690589216
2010 09 17 00 00     2.3704972628   249.0000000000   278.0037437880    75.0873707629   553.4000000000   227.7812500000   266.3437500000 0.0000599829479891
2010 09 18 00 00     2.5624972719   249.0000000000   278.8474937691    71.6887780993   553.4000000000   219.4375000000   273.0937500000 0.0000003475326554
2010 09 19 00 00     1.8934972401   249.0000000000   278.3287437807    74.1842583287   553.4000000000   234.4687500000   265.2500000000 0.0000072051713910
2010 09 20 00 00     2.7724972818   249.0000000000   277.3024938037    78.5909310519   553.4000000000   181.5000000000   277.9375000000 0.0000758683643006
2010 09 21 00 00     1.7454972331   249.0000000000   277.3899938017    73.6867695811   553.4000000000   186.5937500000   274.7500000000 0.0000071183658373
2010 09 22 00 00     3.1197472983   249.0000000000   278.3887437794    69.6924019204   553.4000000000   253.0625000000   256.9375000000 0.0000000003104409
2010 09 23 00 00     4.4517473616   249.0000000000   277.0624938091    74.0306678005   553.4000000000   160.1562500000   281.7187500000 0.0000836808641260
2010 09 24 00 00     1.5427472234   249.0000000000   274.4712438670    87.3396871366   553.4000000000   157.3437500000   271.5625000000 0.0000796010031061
2010 09 25 00 00     2.8984972878   249.0000000000   274.7662438604    75.0245829134   553.4000000000   234.0937500000   245.1562500000 0.0000376739207099
2010 09 26 00 00     2.9927472923   249.0000000000   274.5799938645    67.2575222537   553.4000000000   226.2187500000   245.4375000000 0.0000279516987050
2010 09 27 00 00     3.8687473339   249.0000000000   271.7537439277    70.6585916455   553.4000000000   222.5625000000   234.2187500000 0.0000103301713211
2010 09 28 00 00     1.8519972381   249.0000000000   271.8999939244    61.0287941824   553.4000000000   249.4375000000   224.7187500000 0.0000113718379645
2010 09 29 00 00     2.7559972811   249.0000000000   273.8799938802    49.8087884559   553.4000000000   269.2187500000   221.7187500000 0.0000000003104409
2010 09 30 00 00     2.9457472901   249.0000000000   273.3287438925    45.7343499735   553.4000000000   264.7187500000   220.1562500000 0.0000000003104409
2010 10 01 00 00     2.4404972661   249.0000000000   273.1624938962    52.3623154039   551.7800000000   245.5000000000   227.9687500000 0.0000023440603885
2010 10 02 00 00     2.8329972847   249.0000000000   272.7024939065    62.9553146415   551.7800000000   175.5312500000   251.8437500000 0.0000027780881566
2010 10 03 00 00     2.3622472623   249.0000000000   271.0487439435    74.3222169741   551.7800000000   201.0625000000   236.6875000000 0.0000077260047127
2010 10 04 00 00     3.1659973005   249.0000000000   269.9774939674    73.1439647423   551.7800000000   223.7500000000   223.2187500000 0.0000011287826379
2010 10 05 00 00     3.6937473256   249.0000000000   268.5299939997    43.7132056798   551.7800000000   263.9062500000   198.5000000000 0.0000004343382090
2010 10 06 00 00     2.1169972507   249.0000000000   266.5824940433    46.5384400397   551.7800000000   260.0625000000   192.9375000000 0.0000000003104409
2010 10 07 00 00     2.3317472609   249.0000000000   268.8587439924    57.9138902289   551.7800000000   242.3750000000   209.0625000000 0.0000001739215481
2010 10 08 00 00     2.2177472555   249.0000000000   270.3712439586    69.9795108072   551.7800000000   240.6562500000   216.1875000000 0.0000081600324807
2010 10 09 00 00     2.5907472732   249.0000000000   268.8649939923    80.6257425398   551.7800000000   169.2500000000   235.7187500000 0.0000064239214084
2010 10 10 00 00     1.9539972430   249.0000000000   268.4987440005    81.7725137178   551.7800000000   127.4375000000   249.7500000000 0.0000106773935355
2010 10 11 00 00     2.3627472624   249.0000000000   268.4249940021    77.6429667105   551.7800000000   189.5312500000   225.6875000000 0.0000314239208496
2010 10 12 00 00     2.6347472753   249.0000000000   266.8399940375    88.2681866685   551.7800000000   211.8125000000   212.5625000000 0.0000142364212338
2010 10 13 00 00     2.6482472760   249.0000000000   266.7387440398    75.2998666383   551.7800000000   209.2812500000   211.1250000000 0.0000072919769446
2010 10 14 00 00     1.5984972261   249.0000000000   265.7524940618    70.8825479018   551.7800000000   208.7812500000   206.0937500000 0.0000005211437626
2010 10 15 00 00     1.6897472304   249.0000000000   266.9812440344    61.1798695346   551.7800000000   235.2187500000   198.9375000000 0.0000006947548698
2010 10 16 00 00     2.9902472922   249.0000000000   267.9962440117    69.2523817348   551.7800000000   228.5937500000   205.9687500000 0.0000042537825680
2010 10 17 00 00     1.9152472411   249.0000000000   268.1924940073    50.6553568392   551.7800000000   234.2812500000   200.6875000000 0.0000048614214433
2010 10 18 00 00     2.7649972815   249.0000000000   268.2324940064    50.7100082577   551.7800000000   223.1250000000   204.9375000000 0.0000004343382090
2010 10 19 00 00     1.4782472204   249.0000000000   267.9612440124    48.4465144825   551.7800000000   235.7187500000   197.6562500000 0.0000000003104409
2010 10 20 00 00     2.3089972598   249.0000000000   270.6074939533    55.8791142916   551.7800000000   227.6875000000   211.4375000000 0.0000000003104409
2010 10 21 00 00     2.0347472468   249.0000000000   269.4074939801    70.9365762326   551.7800000000   117.7500000000   251.5000000000 0.0000104169768747
2010 10 22 00 00     3.1589973002   249.0000000000   267.5612440214    88.6035648795   551.7800000000   152.4687500000   231.2500000000 0.0000000003104409
2010 10 23 00 00     2.3994972641   249.0000000000   268.6499939971    78.5833223755   551.7800000000   185.5937500000   221.2500000000 0.0000274308653833
2010 10 24 00 00     3.4894973159   249.0000000000   269.7937439715    54.2731044994   551.7800000000   207.8125000000   212.2812500000 0.0000010419770843
2010 10 25 00 00     4.6034973688   249.0000000000   267.1312440310    54.0124349276   551.7800000000   222.6875000000   196.0937500000 0.0000004343382090
2010 10 26 00 00     2.5024972690   249.0000000000   265.0549940774    52.1745117041   551.7800000000   207.0312500000   193.6250000000 0.0000000003104409
2010 10 27 00 00     2.5712472723   249.0000000000   267.1549940305    51.2162373692   551.7800000000   212.5937500000   199.2500000000 0.0000000003104409
2010 10 28 00 00     3.5442473185   249.0000000000   265.4099940695    42.5664529518   551.7800000000   194.2187500000   197.4375000000 0.0000003475326554
2010 10 29 00 00     2.7339972800   249.0000000000   264.1699940972    54.1478587027   551.7800000000   214.5937500000   186.6562500000 0.0000004343382090
2010 10 30 00 00     2.6164972744   249.0000000000   267.2137440292    51.2616922095   551.7800000000   202.1875000000   200.1875000000 0.0000006947548698
2010 10 31 00 00     3.0654972958   249.0000000000   269.0724939876    38.2830697201   551.7800000000   200.7812500000   204.7500000000 0.0000168405878422
2010 11 01 00 00     2.1039972501   249.0000000000   264.6599940862    87.3628189406   549.1200000000   105.1562500000   232.9687500000 0.0000008683659770
2010 11 02 00 00     3.0219972937   249.0000000000   261.6274941540    78.5847172455   549.1200000000   139.9375000000   206.4062500000 0.0000064239214084
